Stkcd,Rptdt,Fenddt,Ananm,Brokern,Feps
1,2010/1/27,2010/12/31,胡远川,兴业证券股份有限公司,2.01
1,2010/1/27,2010/12/31,南汉馨,中原证券股份有限公司,1.99
1,2010/1/27,2009/12/31,"邱志承,黄飙",国信证券有限责任公司,1.61
1,2010/1/27,2010/12/31,"邱志承,黄飙",国信证券有限责任公司,1.75
1,2010/1/27,2011/12/31,"邱志承,黄飙",国信证券有限责任公司,2.11
1,2010/1/26,2009/12/31,张继袖,渤海证券有限责任公司,1.6
1,2010/1/26,2010/12/31,张继袖,渤海证券有限责任公司,1.9
1,2010/1/26,2011/12/31,张继袖,渤海证券有限责任公司,2.74
1,2010/1/26,2010/12/31,"金麟,王鸣飞",东方证券股份有限公司,
1,2010/1/26,2009/12/31,"金麟,王鸣飞",东方证券股份有限公司,
1,2010/1/26,2011/12/31,"金麟,王鸣飞",东方证券股份有限公司,
1,2010/1/13,2009/12/31,孙旭,瑞银证券有限责任公司,1.57
1,2010/1/13,2010/12/31,孙旭,瑞银证券有限责任公司,1.73
1,2010/1/13,2011/12/31,孙旭,瑞银证券有限责任公司,2.34
1,2010/1/12,2009/12/31,南汉馨,中原证券股份有限公司,1.53
1,2010/1/12,2010/12/31,南汉馨,中原证券股份有限公司,1.7
1,2010/1/10,2011/12/31,"余晓宜,沐华",广发证券股份有限公司,2.03
1,2010/1/10,2010/12/31,"余晓宜,沐华",广发证券股份有限公司,1.79
1,2010/1/10,2009/12/31,"余晓宜,沐华",广发证券股份有限公司,1.52
1,2010/1/6,2011/12/31,程娇翼,齐鲁证券有限公司,2.27
1,2010/1/6,2010/12/31,程娇翼,齐鲁证券有限公司,1.75
1,2010/1/6,2009/12/31,程娇翼,齐鲁证券有限公司,1.55
1,2009/12/29,2010/12/31,"杨森,张倩,陈钢",湘财证券有限责任公司,1.64
1,2009/12/29,2011/12/31,"杨森,张倩,陈钢",湘财证券有限责任公司,2.12
1,2009/12/29,2009/12/31,"杨森,张倩,陈钢",湘财证券有限责任公司,1.53
1,2009/12/3,2010/12/31,高利,华创证券经纪有限责任公司,1.56
1,2009/12/3,2011/12/31,高利,华创证券经纪有限责任公司,2.01
1,2009/12/3,2009/12/31,高利,华创证券经纪有限责任公司,1.48
1,2009/11/20,2011/12/31,"杨森,张倩,陈钢",湘财证券有限责任公司,2.14
1,2009/11/20,2010/12/31,"杨森,张倩,陈钢",湘财证券有限责任公司,1.63
1,2009/11/20,2009/12/31,"杨森,张倩,陈钢",湘财证券有限责任公司,1.52
1,2009/11/2,2010/12/31,"余晓宜,沐华",广发证券股份有限公司,1.79
1,2009/11/2,2011/12/31,"余晓宜,沐华",广发证券股份有限公司,2.03
1,2009/11/2,2009/12/31,"余晓宜,沐华",广发证券股份有限公司,1.52
1,2009/10/30,2009/12/31,陈水祥,中国建银投资证券有限责任公司,1.22
1,2009/10/30,2011/12/31,陈水祥,中国建银投资证券有限责任公司,1.66
1,2009/10/30,2010/12/31,陈水祥,中国建银投资证券有限责任公司,1.44
1,2009/10/29,2009/12/31,"陈桂柳,宁宇",东莞证券有限责任公司,1.56
1,2009/10/29,2010/12/31,"陈桂柳,宁宇",东莞证券有限责任公司,1.99
1,2009/10/29,2011/12/31,"周俊,吴松凯",华泰联合证券有限责任公司,1.9
1,2009/10/29,2009/12/31,"周俊,吴松凯",华泰联合证券有限责任公司,1.51
1,2009/10/29,2009/12/31,俞冲,世纪证券有限责任公司,1.53
1,2009/10/29,2010/12/31,俞冲,世纪证券有限责任公司,1.75
1,2009/10/29,2011/12/31,俞冲,世纪证券有限责任公司,1.96
1,2009/10/29,2009/12/31,吴小玲,长城证券有限责任公司,1.32
1,2009/10/29,2010/12/31,吴小玲,长城证券有限责任公司,1.63
1,2009/10/29,2009/12/31,"杨森,张倩",湘财证券有限责任公司,1.58
1,2009/10/29,2009/12/31,朱焱,中信证券股份有限公司,1.47
1,2009/10/29,2009/12/31,袁琳,中银国际证券有限责任公司,1.197
1,2009/10/29,2010/12/31,袁琳,中银国际证券有限责任公司,1.083
1,2009/10/29,2010/12/31,石磊,天相投资顾问有限公司,2.03
1,2009/10/29,2010/12/31,朱焱,中信证券股份有限公司,1.65
1,2009/10/29,2009/12/31,石磊,天相投资顾问有限公司,1.62
1,2009/10/29,2011/12/31,袁琳,中银国际证券有限责任公司,1.004
1,2009/10/29,2010/12/31,"杨森,张倩",湘财证券有限责任公司,1.61
1,2009/10/29,2009/12/31,刘俊,长江证券股份有限公司,1.61
1,2009/10/29,2011/12/31,刘俊,长江证券股份有限公司,2.22
1,2009/10/29,2010/12/31,刘俊,长江证券股份有限公司,1.96
1,2009/10/29,2010/12/31,"周俊,吴松凯",华泰联合证券有限责任公司,1.53
1,2009/10/29,2010/12/31,唐亚韫,东北证券股份有限公司,1.59
1,2009/10/29,2009/12/31,唐亚韫,东北证券股份有限公司,1.45
1,2009/10/29,2011/12/31,"毛军华,罗景,鄢耀",中国国际金融有限公司,2.38
1,2009/10/29,2010/12/31,"毛军华,罗景,鄢耀",中国国际金融有限公司,1.81
1,2009/10/29,2009/12/31,"毛军华,罗景,鄢耀",中国国际金融有限公司,1.34
1,2009/10/28,2010/12/31,"高源,柳世庆",安信证券股份有限公司,
1,2009/10/28,2011/12/31,"高源,柳世庆",安信证券股份有限公司,
1,2009/10/28,2009/12/31,"高源,柳世庆",安信证券股份有限公司,
1,2009/10/26,2010/12/31,"杨柳,励雅敏",申银万国证券股份有限公司,1.7
1,2009/10/26,2009/12/31,"杨柳,励雅敏",申银万国证券股份有限公司,1.26
1,2009/9/1,2009/12/31,刘晓昶,华泰证券股份有限公司,1.36
1,2009/8/24,2010/12/31,李文,东海证券股份有限公司,2.05
1,2009/8/24,2011/12/31,"孙旭,王瑶平,何俊恒",瑞银证券有限责任公司,2.53
1,2009/8/24,2009/12/31,"孙旭,王瑶平,何俊恒",瑞银证券有限责任公司,1.32
1,2009/8/24,2010/12/31,"孙旭,王瑶平,何俊恒",瑞银证券有限责任公司,1.72
1,2009/8/24,2009/12/31,李文,东海证券股份有限公司,1.58
1,2009/8/24,2009/12/31,南汉馨,中原证券股份有限公司,1.24
1,2009/8/24,2010/12/31,南汉馨,中原证券股份有限公司,1.54
1,2009/8/23,2009/12/31,邓婷,国都证券有限责任公司,1.45
1,2009/8/23,2010/12/31,邓婷,国都证券有限责任公司,1.73
1,2009/8/21,2010/12/31,郭敏,上海证券有限责任公司,1.313
1,2009/8/21,2010/12/31,李珊珊,招商证券股份有限公司,1.58
1,2009/8/21,2010/12/31,"邱志承,黄飙",国信证券股份有限公司,1.46
1,2009/8/21,2010/12/31,沈维,光大证券股份有限公司,1.88
1,2009/8/21,2010/12/31,"王逸峰,石磊",天相投资顾问有限公司,1.85
1,2009/8/21,2010/12/31,"伍永刚,王丽雯",国泰君安证券股份有限公司,1.86
1,2009/8/21,2011/12/31,李珊珊,招商证券股份有限公司,1.85
1,2009/8/21,2011/12/31,"伍永刚,王丽雯",国泰君安证券股份有限公司,2.25
1,2009/8/21,2011/12/31,沈维,光大证券股份有限公司,2.39
1,2009/8/21,2010/12/31,袁琳,中银国际证券有限责任公司,1.12
1,2009/8/21,2011/12/31,袁琳,中银国际证券有限责任公司,1.047
1,2009/8/21,2010/12/31,"毛军华,罗景",中国国际金融有限公司,1.79
1,2009/8/21,2011/12/31,"毛军华,罗景",中国国际金融有限公司,2.43
1,2009/8/21,2009/12/31,"伍永刚,王丽雯",国泰君安证券股份有限公司,1.56
1,2009/8/21,2009/12/31,沈维,光大证券股份有限公司,1.41
1,2009/8/21,2009/12/31,李珊珊,招商证券股份有限公司,1.21
1,2009/8/21,2009/12/31,袁琳,中银国际证券有限责任公司,1.202
1,2009/8/21,2009/12/31,"毛军华,罗景",中国国际金融有限公司,1.34
1,2009/8/21,2009/12/31,"王倩,励雅敏",申银万国证券股份有限公司,1.5
1,2009/8/21,2009/12/31,"邱志承,黄飙",国信证券股份有限公司,1.3
1,2009/8/21,2009/12/31,"王逸峰,石磊",天相投资顾问有限公司,1.53
1,2009/8/21,2010/12/31,"王倩,励雅敏",申银万国证券股份有限公司,1.89
1,2009/8/21,2010/12/31,"朱琰,肖斐斐",中信证券股份有限公司,1.65
1,2009/8/21,2009/12/31,"朱琰,肖斐斐",中信证券股份有限公司,1.47
1,2009/8/21,2009/12/31,郑宁,方正证券有限责任公司,1.49
1,2009/8/21,2010/12/31,程娇翼,齐鲁证券有限公司,1.82
1,2009/8/21,2009/12/31,程娇翼,齐鲁证券有限公司,1.51
1,2009/8/21,2009/12/31,郭敏,上海证券有限责任公司,1.14
1,2009/8/21,2010/12/31,郑宁,方正证券有限责任公司,1.56
1,2009/8/20,2010/12/31,,国海证券股份有限公司,2
1,2009/8/20,2011/12/31,,国海证券股份有限公司,2.61
1,2009/8/20,2009/12/31,,国海证券股份有限公司,1.46
1,2009/8/20,2009/12/31,"周俊,吴松凯",联合证券有限责任公司,1.23
1,2009/8/20,2010/12/31,"周俊,吴松凯",联合证券有限责任公司,1.38
1,2009/8/20,2011/12/31,"周俊,吴松凯",联合证券有限责任公司,1.83
1,2009/8/19,2010/12/31,陈水祥,中国建银投资证券有限责任公司,1.44
1,2009/8/19,2011/12/31,陈水祥,中国建银投资证券有限责任公司,1.66
1,2009/8/19,2009/12/31,陈水祥,中国建银投资证券有限责任公司,1.22
1,2009/8/3,2010/12/31,王明芬,南京证券有限责任公司,1.72
1,2009/8/3,2009/12/31,王明芬,南京证券有限责任公司,1.12
1,2009/7/22,2010/12/31,王明芬,南京证券有限责任公司,1.72
1,2009/7/22,2009/12/31,王明芬,南京证券有限责任公司,1.12
1,2009/6/30,2009/12/31,陈水祥,中国建银投资证券有限责任公司,1.22
1,2009/6/30,2010/12/31,陈水祥,中国建银投资证券有限责任公司,1.44
1,2009/6/30,2011/12/31,陈水祥,中国建银投资证券有限责任公司,1.66
1,2009/6/19,2010/12/31,"周俊,吴松凯",联合证券有限责任公司,1.38
1,2009/6/19,2009/12/31,"周俊,吴松凯",联合证券有限责任公司,1.23
1,2009/6/19,2011/12/31,"周俊,吴松凯",联合证券有限责任公司,1.83
1,2009/6/16,2009/12/31,伍永刚,国泰君安证券股份有限公司,
1,2009/6/16,2010/12/31,伍永刚,国泰君安证券股份有限公司,
1,2009/6/15,2010/12/31,"余晓宜,沐华",广发证券股份有限公司,1.35
1,2009/6/15,2011/12/31,"余晓宜,沐华",广发证券股份有限公司,1.55
1,2009/6/15,2009/12/31,"余晓宜,沐华",广发证券股份有限公司,1.24
1,2009/6/15,2009/12/31,李珊珊,招商证券股份有限公司,1.21
1,2009/6/15,2011/12/31,李珊珊,招商证券股份有限公司,1.47
1,2009/6/15,2010/12/31,李珊珊,招商证券股份有限公司,1.3
1,2009/6/15,2011/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.43
1,2009/6/15,2009/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.23
1,2009/6/15,2010/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.25
1,2009/6/15,2009/12/31,袁琳,中银国际证券有限责任公司,1.265
1,2009/6/15,2009/12/31,朱琰,中信证券股份有限公司,0.2
1,2009/6/15,2010/12/31,袁琳,中银国际证券有限责任公司,1.18
1,2009/6/15,2011/12/31,朱琰,中信证券股份有限公司,1.65
1,2009/6/15,2010/12/31,朱琰,中信证券股份有限公司,1.47
1,2009/6/15,2011/12/31,袁琳,中银国际证券有限责任公司,1.088
1,2009/6/15,2009/12/31,郭敏,上海证券有限责任公司,1.311
1,2009/6/15,2009/12/31,"毛军华,罗景",中国国际金融有限公司,1.31
1,2009/6/15,2009/12/31,"孙旭,王瑶平,何俊恒",瑞银证券有限责任公司,1.29
1,2009/6/15,2010/12/31,郭敏,上海证券有限责任公司,1.505
1,2009/6/15,2010/12/31,"毛军华,罗景",中国国际金融有限公司,1.74
1,2009/6/15,2010/12/31,"孙旭,王瑶平,何俊恒",瑞银证券有限责任公司,1.54
1,2009/6/15,2011/12/31,"孙旭,王瑶平,何俊恒",瑞银证券有限责任公司,2.22
1,2009/6/15,2009/12/31,刘英华,平安证券有限责任公司,1.25
1,2009/6/15,2010/12/31,唐亚韫,东北证券股份有限公司,1.59
1,2009/6/15,2009/12/31,唐亚韫,东北证券股份有限公司,1.45
1,2009/6/14,2009/12/31,李文,东海证券有限责任公司,1.03
1,2009/6/14,2010/12/31,李文,东海证券有限责任公司,1.44
1,2009/6/13,2009/12/31,张继袖,渤海证券有限责任公司,1.11
1,2009/6/13,2010/12/31,张继袖,渤海证券有限责任公司,1.21
1,2009/5/25,2009/12/31,李珊珊,招商证券股份有限公司,1.4
1,2009/5/25,2010/12/31,李珊珊,招商证券股份有限公司,1.51
1,2009/5/25,2011/12/31,李珊珊,招商证券股份有限公司,1.7
1,2009/4/27,2009/12/31,"邱志承,黄飙",国信证券有限责任公司,
1,2009/4/24,2009/12/31,"毛军华,罗景",中国国际金融有限公司,1.26
1,2009/4/24,2010/12/31,"毛军华,罗景",中国国际金融有限公司,1.43
1,2009/4/24,2010/12/31,陈水祥,中国建银投资证券有限责任公司,1.68
1,2009/4/24,2009/12/31,陈水祥,中国建银投资证券有限责任公司,1.5
1,2009/4/24,2009/12/31,朱琰,中信证券股份有限公司,1.47
1,2009/4/24,2010/12/31,朱琰,中信证券股份有限公司,1.65
1,2009/4/24,2009/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.26
1,2009/4/24,2009/12/31,"赵琳,王瑶平,何俊恒",瑞银证券有限责任公司,1.39
1,2009/4/24,2010/12/31,"赵琳,王瑶平,何俊恒",瑞银证券有限责任公司,1.73
1,2009/4/24,2011/12/31,"赵琳,王瑶平,何俊恒",瑞银证券有限责任公司,2.57
1,2009/4/24,2009/12/31,"伍永刚,邱冠华",国泰君安证券股份有限公司,1.67
1,2009/4/24,2010/12/31,"伍永刚,邱冠华",国泰君安证券股份有限公司,1.92
1,2009/4/24,2011/12/31,"伍永刚,邱冠华",国泰君安证券股份有限公司,2.27
1,2009/4/24,2011/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,0.2
1,2009/4/24,2010/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.44
1,2009/4/24,2010/12/31,唐亚韫,东北证券股份有限公司,1.59
1,2009/4/24,2009/12/31,唐亚韫,东北证券股份有限公司,1.45
1,2009/4/24,2010/12/31,郭敏,上海证券有限责任公司,1.505
1,2009/4/24,2010/12/31,吴小玲,长城证券有限责任公司,1.52
1,2009/4/24,2009/12/31,郭敏,上海证券有限责任公司,1.311
1,2009/4/24,2009/12/31,吴小玲,长城证券有限责任公司,1.39
1,2009/4/24,2011/12/31,陈水祥,中国建银投资证券有限责任公司,1.96
1,2009/4/23,2009/12/31,"金麟,蔡荣",光大证券股份有限公司,1.37
1,2009/4/23,2010/12/31,"金麟,蔡荣",光大证券股份有限公司,1.87
1,2009/4/23,2011/12/31,"金麟,蔡荣",光大证券股份有限公司,2.47
1,2009/4/23,2009/12/31,李珊珊,招商证券股份有限公司,1.44
1,2009/4/23,2010/12/31,李珊珊,招商证券股份有限公司,1.51
1,2009/4/23,2010/12/31,张继袖,渤海证券有限责任公司,1.21
1,2009/4/23,2009/12/31,张继袖,渤海证券有限责任公司,1.11
1,2009/4/23,2009/12/31,"徐然,高钥群",北京高华证券有限责任公司,1.3
1,2009/4/23,2010/12/31,"徐然,高钥群",北京高华证券有限责任公司,1.43
1,2009/4/23,2011/12/31,"徐然,高钥群",北京高华证券有限责任公司,1.9
1,2009/3/24,2010/12/31,吴小玲,长城证券有限责任公司,1.56
1,2009/3/24,2009/12/31,吴小玲,长城证券有限责任公司,1.38
1,2009/3/23,2009/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.15
1,2009/3/23,2009/12/31,"伍永刚,邱冠华",国泰君安证券股份有限公司,1.67
1,2009/3/23,2010/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.39
1,2009/3/23,2011/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.79
1,2009/3/23,2010/12/31,"伍永刚,邱冠华",国泰君安证券股份有限公司,1.92
1,2009/3/23,2011/12/31,"伍永刚,邱冠华",国泰君安证券股份有限公司,2.27
1,2009/3/22,2008/12/31,"余晓宜,沐华",广发证券股份有限公司,0.2
1,2009/3/22,2009/12/31,"余晓宜,沐华",广发证券股份有限公司,1.66
1,2009/3/22,2010/12/31,"余晓宜,沐华",广发证券股份有限公司,1.81
1,2009/3/20,2010/12/31,"赵琳,王瑶平",瑞银证券有限责任公司,1.73
1,2009/3/20,2011/12/31,"赵琳,王瑶平",瑞银证券有限责任公司,2.57
1,2009/3/20,2009/12/31,郭敏,上海证券有限责任公司,1.22
1,2009/3/20,2009/12/31,"赵琳,王瑶平",瑞银证券有限责任公司,1.39
1,2009/3/20,2010/12/31,郭敏,上海证券有限责任公司,1.297
1,2009/3/20,2008/12/31,陈水祥,中国建银投资证券有限责任公司,0.2
1,2009/3/20,2010/12/31,陈水祥,中国建银投资证券有限责任公司,1.68
1,2009/3/20,2009/12/31,陈水祥,中国建银投资证券有限责任公司,1.5
1,2009/3/20,2009/12/31,刘晓昶,华泰证券股份有限公司,1.36
1,2009/3/20,2010/12/31,刘晓昶,华泰证券股份有限公司,1.56
1,2009/3/20,2010/12/31,李文,东海证券有限责任公司,1.71
1,2009/3/20,2009/12/31,袁琳,中银国际证券有限责任公司,1.28
1,2009/3/20,2010/12/31,李珊珊,招商证券股份有限公司,1.39
1,2009/3/20,2010/12/31,范坤祥,海通证券股份有限公司,1.61
1,2009/3/20,2011/12/31,范坤祥,海通证券股份有限公司,1.96
1,2009/3/20,2010/12/31,袁琳,中银国际证券有限责任公司,0.94
1,2009/3/20,2011/12/31,袁琳,中银国际证券有限责任公司,1.25
1,2009/3/20,2010/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.22
1,2009/3/20,2009/12/31,范坤祥,海通证券股份有限公司,1.09
1,2009/3/20,2009/12/31,毛军华,中国国际金融有限公司,1.26
1,2009/3/20,2009/12/31,李珊珊,招商证券股份有限公司,1.29
1,2009/3/20,2009/12/31,"邱志承,黄飙,谈煊",国信证券有限责任公司,1.05
1,2009/3/20,2009/12/31,李文,东海证券有限责任公司,1.22
1,2009/3/20,2010/12/31,毛军华,中国国际金融有限公司,1.43
1,2009/3/20,2009/12/31,"王逸峰,姚轶楠,石磊",天相投资顾问有限公司,1.05
1,2009/3/20,2010/12/31,"王逸峰,姚轶楠,石磊",天相投资顾问有限公司,1.46
1,2009/3/20,2010/12/31,唐亚韫,东北证券股份有限公司,1.59
1,2009/3/20,2009/12/31,唐亚韫,东北证券股份有限公司,1.45
1,2009/3/19,2009/12/31,高源,安信证券股份有限公司,1.58
1,2009/3/19,2009/12/31,程娇翼,齐鲁证券有限公司,1.44
1,2009/3/19,2010/12/31,程娇翼,齐鲁证券有限公司,1.73
1,2009/3/5,2009/12/31,张炎,大通证券股份有限公司,
1,2009/2/9,2009/12/31,高源,安信证券股份有限公司,1.71
1,2009/2/9,2008/12/31,高源,安信证券股份有限公司,0.45
1,2009/1/15,2009/12/31,"伍永刚,邱冠华,王丽雯",国泰君安证券股份有限公司,1.453
1,2009/1/15,2008/12/31,"伍永刚,邱冠华,王丽雯",国泰君安证券股份有限公司,0.193
1,2009/1/15,2008/12/31,郑宁,方正证券有限责任公司,0.22
1,2009/1/14,2010/12/31,胡建军,宏源证券股份有限公司,1.45
1,2009/1/14,2009/12/31,胡建军,宏源证券股份有限公司,1.29
1,2009/1/13,2010/12/31,王保伦,东兴证券股份有限公司,1.12
1,2009/1/13,2010/12/31,"王瑶平,赵琳",瑞银证券有限责任公司,1.68
1,2009/1/13,2009/12/31,程娇翼,齐鲁证券有限公司,1.44
1,2009/1/13,2008/12/31,"王瑶平,赵琳",瑞银证券有限责任公司,1.36
1,2009/1/13,2008/12/31,朱琰,中信证券股份有限公司,0.2
1,2009/1/13,2008/12/31,李珊珊,招商证券股份有限公司,0.19
1,2009/1/13,2008/12/31,黄秋菡,第一创业证券有限责任公司,0.18
1,2009/1/13,2008/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2009/1/13,2008/12/31,邓婷,国都证券有限责任公司,0.2
1,2009/1/13,2008/12/31,"黄飙,谈煊",国信证券有限责任公司,0.2
1,2009/1/13,2008/12/31,程娇翼,齐鲁证券有限公司,0.2
1,2009/1/13,2009/12/31,"毛军华,罗景",中国国际金融有限公司,1.03
1,2009/1/13,2009/12/31,李珊珊,招商证券股份有限公司,1.46
1,2009/1/13,2009/12/31,"黄飙,谈煊",国信证券有限责任公司,1.22
1,2009/1/13,2009/12/31,黄秋菡,第一创业证券有限责任公司,1.74
1,2009/1/13,2009/12/31,邓婷,国都证券有限责任公司,1.28
1,2009/1/13,2009/12/31,朱琰,中信证券股份有限公司,1.25
1,2009/1/13,2009/12/31,王保伦,东兴证券股份有限公司,0.97
1,2009/1/13,2010/12/31,黄秋菡,第一创业证券有限责任公司,2.42
1,2009/1/13,2010/12/31,"黄飙,谈煊",国信证券有限责任公司,1.3
1,2009/1/13,2009/12/31,"王瑶平,赵琳",瑞银证券有限责任公司,1.38
1,2009/1/13,2010/12/31,程娇翼,齐鲁证券有限公司,1.79
1,2009/1/13,2010/12/31,邓婷,国都证券有限责任公司,1.42
1,2009/1/13,2010/12/31,"毛军华,罗景",中国国际金融有限公司,1.08
1,2009/1/13,2010/12/31,李珊珊,招商证券股份有限公司,1.73
1,2009/1/13,2010/12/31,朱琰,中信证券股份有限公司,1.3
1,2009/1/12,2010/12/31,金麟,光大证券股份有限公司,1.53
1,2009/1/12,2008/12/31,金麟,光大证券股份有限公司,1.82
1,2009/1/12,2009/12/31,金麟,光大证券股份有限公司,1.4
1,2009/1/12,2009/12/31,伍永刚,国泰君安证券股份有限公司,1.45
1,2009/1/12,2009/12/31,高源,安信证券股份有限公司,1.6
1,2008/10/29,2008/12/31,赵君,西南证券有限责任公司,1.75
1,2008/10/29,2009/12/31,赵君,西南证券有限责任公司,1.75
1,2008/10/27,2010/12/31,佘闵华,中信建投证券有限责任公司,2.4
1,2008/10/27,2008/12/31,佘闵华,中信建投证券有限责任公司,1.89
1,2008/10/27,2009/12/31,佘闵华,中信建投证券有限责任公司,2.09
1,2008/10/27,2008/12/31,吴小玲,长城证券有限责任公司,1.71
1,2008/10/27,2009/12/31,吴小玲,长城证券有限责任公司,1.6
1,2008/10/27,2008/12/31,刘晓昶,华泰证券股份有限公司,1.71
1,2008/10/27,2010/12/31,刘晓昶,华泰证券股份有限公司,2.9
1,2008/10/27,2009/12/31,刘晓昶,华泰证券股份有限公司,2.25
1,2008/10/26,2010/12/31,李双武,万联证券有限责任公司,2.13
1,2008/10/26,2009/12/31,李双武,万联证券有限责任公司,1.81
1,2008/10/26,2008/12/31,李双武,万联证券有限责任公司,1.73
1,2008/10/24,2008/12/31,唐亚韫,东北证券股份有限公司,1.45
1,2008/10/24,2010/12/31,"黄飙,谈煊",国信证券有限责任公司,
1,2008/10/24,2009/12/31,朱琰,中信证券股份有限公司,1.63
1,2008/10/24,2010/12/31,黄秋菡,第一创业证券有限责任公司,2
1,2008/10/24,2010/12/31,"邱志承,范坤祥",海通证券股份有限公司,1.57
1,2008/10/24,2010/12/31,朱琰,中信证券股份有限公司,1.79
1,2008/10/24,2010/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/10/24,2010/12/31,聂鸿翔,新时代证券有限责任公司,2.04
1,2008/10/24,2010/12/31,李珊珊,招商证券股份有限公司,2.09
1,2008/10/24,2010/12/31,"金麟,蔡荣",光大证券股份有限公司,2.16
1,2008/10/24,2010/12/31,袁琳,中银国际证券有限责任公司,1.44
1,2008/10/24,2010/12/31,张继袖,渤海证券有限责任公司,1.6
1,2008/10/24,2011/12/31,"邱志承,范坤祥",海通证券股份有限公司,1.92
1,2008/10/24,2009/12/31,张继袖,渤海证券有限责任公司,1.58
1,2008/10/24,2009/12/31,袁琳,中银国际证券有限责任公司,1.79
1,2008/10/24,2009/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/10/24,2009/12/31,聂鸿翔,新时代证券有限责任公司,1.85
1,2008/10/24,2009/12/31,李珊珊,招商证券股份有限公司,1.85
1,2008/10/24,2009/12/31,"邱志承,范坤祥",海通证券股份有限公司,1.47
1,2008/10/24,2008/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/10/24,2008/12/31,李珊珊,招商证券股份有限公司,1.79
1,2008/10/24,2008/12/31,"金麟,蔡荣",光大证券股份有限公司,1.84
1,2008/10/24,2008/12/31,黄秋菡,第一创业证券有限责任公司,1.55
1,2008/10/24,2008/12/31,黄凡,东莞证券有限责任公司,1.82
